id,product_name,product_category,price,product_url,image_url,description,color
181,FYRTIOFYRA,ceiling-lights,999,https://www.ikea.com/in/en/p/fyrtiofyra-pendant-lamp-chrome-effect-white-70516019/,https://www.ikea.com/in/en/images/products/fyrtiofyra-pendant-lamp-chrome-effect-white__1161912_pe889572_s5.jpg?f=xxs,"Pendant lamp, 38 cm (15 ")",Gray
182,GALJON,ceiling-lights,4990,https://www.ikea.com/in/en/p/galjon-pendant-lamp-black-transparent-glass-50450934/,https://www.ikea.com/in/en/images/products/galjon-pendant-lamp-black-transparent-glass__0825843_pe776371_s5.jpg?f=xxs,"Pendant lamp, 25 cm (10 ")",Gray
183,SIMRISHAMN,ceiling-lights,9990,https://www.ikea.com/in/en/p/simrishamn-chandelier-7-armed-chrome-plated-opal-white-glass-20451874/,https://www.ikea.com/in/en/images/products/simrishamn-chandelier-7-armed-chrome-plated-opal-white-glass__0793467_pe765392_s5.jpg?f=xxs,"Chandelier, 7-armed, 70 cm (28 ")",Gray
184,RANARP,ceiling-lights,2990,https://www.ikea.com/in/en/p/ranarp-pendant-lamp-off-white-80390972/,https://www.ikea.com/in/en/images/products/ranarp-pendant-lamp-off-white__1164696_pe890666_s5.jpg?f=xxs,"Pendant lamp, 38 cm (15 ")",Gray
185,"KAPPELAND / HEMMA",ceiling-lights,3890,https://www.ikea.com/in/en/p/kappeland-hemma-pendant-lamp-rattan-black-s59530960/,https://www.ikea.com/in/en/images/products/kappeland-hemma-pendant-lamp-rattan-black__1200471_pe904980_s5.jpg?f=xxs,"Pendant lamp",Terracotta
186,FRIHULT,ceiling-lights,799,https://www.ikea.com/in/en/p/frihult-ceiling-lamp-stainless-steel-colour-90431646/,https://www.ikea.com/in/en/images/products/frihult-ceiling-lamp-stainless-steel-colour__0689518_pe723012_s5.jpg?f=xxs,"Ceiling lamp",Gray
187,"PEKTOLIT / HEMMA",ceiling-lights,1390,https://www.ikea.com/in/en/p/pektolit-hemma-pendant-lamp-white-s89533368/,https://www.ikea.com/in/en/images/products/pektolit-hemma-pendant-lamp-white__1202220_pe905826_s5.jpg?f=xxs,"Pendant lamp",Gray
188,STORSLINGA,ceiling-lights,5990,https://www.ikea.com/in/en/p/storslinga-led-chandelier-8-armed-black-white-00488449/,https://www.ikea.com/in/en/images/products/storslinga-led-chandelier-8-armed-black-white__0982258_pe815591_s5.jpg?f=xxs,"LED chandelier, 8-armed, 70 cm (28 ")",Gray
189,"FJÄLLMIL / HEMMA",ceiling-lights,529,https://www.ikea.com/in/en/p/fjaellmil-hemma-pendant-lamp-white-white-s69533048/,https://www.ikea.com/in/en/images/products/fjaellmil-hemma-pendant-lamp-white-white__1202214_pe905822_s5.jpg?f=xxs,"Pendant lamp, 33 cm (13 ")",Gray
190,KNIXHULT,ceiling-lights,3990,https://www.ikea.com/in/en/p/knixhult-pendant-lamp-bamboo-handmade-30407135/,https://www.ikea.com/in/en/images/products/knixhult-pendant-lamp-bamboo-handmade__0635428_pe697195_s5.jpg?f=xxs,"Pendant lamp, 40 cm (16 ")",Terracotta
191,FRIHULT,ceiling-lights,1490,https://www.ikea.com/in/en/p/frihult-ceiling-wall-lamp-brass-colour-80431618/,https://www.ikea.com/in/en/images/products/frihult-ceiling-wall-lamp-brass-colour__0689507_pe723002_s5.jpg?f=xxs,"Ceiling/wall lamp",White
192,GRINDFALLET,ceiling-lights,1990,https://www.ikea.com/in/en/p/grindfallet-pendant-lamp-black-00504996/,https://www.ikea.com/in/en/images/products/grindfallet-pendant-lamp-black__1008888_pe827365_s5.jpg?f=xxs,"Pendant lamp, 30 cm (12 ")",Gray
193,"JAKOBSBYN / JÄLLBY",ceiling-lights,2190,https://www.ikea.com/in/en/p/jakobsbyn-jaellby-pendant-lamp-clear-glass-nickel-plated-s99388115/,https://www.ikea.com/in/en/images/products/jakobsbyn-jaellby-pendant-lamp-clear-glass-nickel-plated__1335519_pe947076_s5.jpg?f=xxs,"Pendant lamp",Gray
194,NYMÅNE,ceiling-lights,3990,https://www.ikea.com/in/en/p/nymane-led-ceiling-lamp-white-90336277/,https://www.ikea.com/in/en/images/products/nymane-led-ceiling-lamp-white__0514274_pe639393_s5.jpg?f=xxs,"LED ceiling lamp",Gray
195,HEKTAR,ceiling-lights,999,https://www.ikea.com/in/en/p/hektar-pendant-lamp-dark-grey-50390370/,https://www.ikea.com/in/en/images/products/hektar-pendant-lamp-dark-grey__0613033_pe686124_s5.jpg?f=xxs,"Pendant lamp, 22 cm (9 ")",Gray
196,TÄLLBYN,ceiling-lights,5990,https://www.ikea.com/in/en/p/taellbyn-pendant-lamp-with-3-lamps-nickel-plated-opal-white-glass-10489844/,https://www.ikea.com/in/en/images/products/taellbyn-pendant-lamp-with-3-lamps-nickel-plated-opal-white-glass__1009959_pe827795_s5.jpg?f=xxs,"Pendant lamp with 3 lamps, 89 cm (35 ")",Gray
197,"IKEA PS 2014",ceiling-lights,9990,https://www.ikea.com/in/en/p/ikea-ps-2014-pendant-lamp-white-silver-colour-00333565/,https://www.ikea.com/in/en/images/products/ikea-ps-2014-pendant-lamp-white-silver-colour__0412639_pe582256_s5.jpg?f=xxs,"Pendant lamp, 52 cm (20 ")",Gray
198,SKURUP,ceiling-lights,1990,https://www.ikea.com/in/en/p/skurup-ceiling-track-3-spots-black-70395927/,https://www.ikea.com/in/en/images/products/skurup-ceiling-track-3-spots-black__0751053_pe746892_s5.jpg?f=xxs,"Ceiling track, 3-spots",Gray
199,SIMRISHAMN,ceiling-lights,5990,https://www.ikea.com/in/en/p/simrishamn-pendant-lamp-3-armed-chrome-plated-opal-white-glass-20407843/,https://www.ikea.com/in/en/images/products/simrishamn-pendant-lamp-3-armed-chrome-plated-opal-white-glass__0793571_pe765399_s5.jpg?f=xxs,"Pendant lamp, 3-armed, 55 cm (22 ")",Gray
200,SKURUP,ceiling-lights,999,https://www.ikea.com/in/en/p/skurup-pendant-lamp-black-30397396/,https://www.ikea.com/in/en/images/products/skurup-pendant-lamp-black__0658739_pe710393_s5.jpg?f=xxs,"Pendant lamp, 19 cm (7 1/2 ")",Gray
201,MISTERHULT,ceiling-lights,6990,https://www.ikea.com/in/en/p/misterhult-pendant-lamp-bamboo-handmade-90441023/,https://www.ikea.com/in/en/images/products/misterhult-pendant-lamp-bamboo-handmade__0794605_pe765667_s5.jpg?f=xxs,"Pendant lamp, 45 cm (18 ")",Terracotta
202,TRETTIOEN,ceiling-lights,999,https://www.ikea.com/in/en/p/trettioen-pendant-lamp-aluminium-colour-40510679/,https://www.ikea.com/in/en/images/products/trettioen-pendant-lamp-aluminium-colour__1034942_pe841108_s5.jpg?f=xxs,"Pendant lamp, 38 cm (15 ")",Gray
203,BÄVE,ceiling-lights,4990,https://www.ikea.com/in/en/p/baeve-led-ceiling-track-5-spots-white-50399733/,https://www.ikea.com/in/en/images/products/baeve-led-ceiling-track-5-spots-white__0743225_pe742937_s5.jpg?f=xxs,"LED ceiling track, 5-spots",Gray
204,NÄVLINGE,ceiling-lights,1290,https://www.ikea.com/in/en/p/naevlinge-pendant-lamp-light-blue-40477279/,https://www.ikea.com/in/en/images/products/naevlinge-pendant-lamp-light-blue__0832553_pe777709_s5.jpg?f=xxs,"Pendant lamp, 33 cm (13 ")",Turquoise
205,STRATOSFÄR,ceiling-lights,2990,https://www.ikea.com/in/en/p/stratosfaer-ceiling-spotlight-with-5-spots-white-chrome-plated-20459691/,https://www.ikea.com/in/en/images/products/stratosfaer-ceiling-spotlight-with-5-spots-white-chrome-plated__0967412_pe810156_s5.jpg?f=xxs,"Ceiling spotlight with 5 spots",Gray
206,SVARTNORA,ceiling-lights,4990,https://www.ikea.com/in/en/p/svartnora-pendant-lamp-stainless-steel-effect-10504774/,https://www.ikea.com/in/en/images/products/svartnora-pendant-lamp-stainless-steel-effect__1010689_pe828221_s5.jpg?f=xxs,"Pendant lamp, 38 cm (15 ")",Gray
207,ANKARSPEL,ceiling-lights,2990,https://www.ikea.com/in/en/p/ankarspel-pendant-lamp-pewter-effect-30494335/,https://www.ikea.com/in/en/images/products/ankarspel-pendant-lamp-pewter-effect__1067383_pe852700_s5.jpg?f=xxs,"Pendant lamp, 38 cm (15 ")",Gray
208,SKYMNINGEN,ceiling-lights,5990,https://www.ikea.com/in/en/p/skymningen-pendant-lamp-white-70528357/,https://www.ikea.com/in/en/images/products/skymningen-pendant-lamp-white__0646186_pe704010_s5.jpg?f=xxs,"Pendant lamp, 42 cm (17 ")",Gray
209,SIMRISHAMN,ceiling-lights-chandeliers,9990,https://www.ikea.com/in/en/p/simrishamn-chandelier-7-armed-chrome-plated-opal-white-glass-20451874/,https://www.ikea.com/in/en/images/products/simrishamn-chandelier-7-armed-chrome-plated-opal-white-glass__0793467_pe765392_s5.jpg?f=xxs,"Chandelier, 7-armed, 70 cm (28 ")",Gray
210,KRISTALLER,ceiling-lights-chandeliers,4990,https://www.ikea.com/in/en/p/kristaller-chandelier-3-armed-silver-colour-glass-00314835/,https://www.ikea.com/in/en/images/products/kristaller-chandelier-3-armed-silver-colour-glass__0607421_pe682971_s5.jpg?f=xxs,"Chandelier, 3-armed, 32 cm (13 ")",Gray
211,STORSLINGA,ceiling-lights-chandeliers,5990,https://www.ikea.com/in/en/p/storslinga-led-chandelier-8-armed-black-white-00488449/,https://www.ikea.com/in/en/images/products/storslinga-led-chandelier-8-armed-black-white__0982258_pe815591_s5.jpg?f=xxs,"LED chandelier, 8-armed, 70 cm (28 ")",Gray
212,SIMRISHAMN,ceiling-lights-chandeliers,5990,https://www.ikea.com/in/en/p/simrishamn-pendant-lamp-3-armed-chrome-plated-opal-white-glass-20407843/,https://www.ikea.com/in/en/images/products/simrishamn-pendant-lamp-3-armed-chrome-plated-opal-white-glass__0793571_pe765399_s5.jpg?f=xxs,"Pendant lamp, 3-armed, 55 cm (22 ")",Gray
285,URBAN,chair-plastic,2990,https://www.ikea.com/in/en/p/urban-junior-chair-white-30165216/,https://www.ikea.com/in/en/images/products/urban-junior-chair-white__0727935_pe735948_s5.jpg?f=xxs,"Junior chair",White
286,TORPARÖ,chair-plastic,3950,https://www.ikea.com/in/en/p/torparoe-chair-with-armrests-in-outdoor-white-grey-90537898/,https://www.ikea.com/in/en/images/products/torparoe-chair-with-armrests-in-outdoor-white-grey__1138957_pe880162_s5.jpg?f=xxs,"Chair with armrests, in/outdoor",Gray
287,TORPARÖ,chair-plastic,2150,https://www.ikea.com/in/en/p/torparoe-chair-in-outdoor-foldable-white-grey-30537896/,https://www.ikea.com/in/en/images/products/torparoe-chair-in-outdoor-foldable-white-grey__1138961_pe880160_s5.jpg?f=xxs,"Chair, in/outdoor",Gray
288,ANTILOP,chair-plastic,1190,https://www.ikea.com/in/en/p/antilop-highchair-with-tray-pink-silver-colour-s69275638/,https://www.ikea.com/in/en/images/products/antilop-highchair-with-tray-pink-silver-colour__0610891_pe685157_s5.jpg?f=xxs,"Highchair with tray","Dusty Pink"
289,ANTILOP,chair-plastic,990,https://www.ikea.com/in/en/p/antilop-highchair-with-safety-belt-pink-silver-colour-s99254823/,https://www.ikea.com/in/en/images/products/antilop-highchair-with-safety-belt-pink-silver-colour__0464146_pe609243_s5.jpg?f=xxs,"Highchair with safety belt",Rose
290,ADDE,chair-plastic,750,https://www.ikea.com/in/en/p/adde-chair-white-90219179/,https://www.ikea.com/in/en/images/products/adde-chair-white__0728280_pe736170_s5.jpg?f=xxs,Chair,Gray
291,NISSE,chair-plastic,999,https://www.ikea.com/in/en/p/nisse-folding-chair-black-30162208/,https://www.ikea.com/in/en/images/products/nisse-folding-chair-black__0728163_pe736118_s5.jpg?f=xxs,"Folding chair",Gray
292,GUNDE,chair-plastic,699,https://www.ikea.com/in/en/p/gunde-folding-chair-black-80217798/,https://www.ikea.com/in/en/images/products/gunde-folding-chair-black__0728313_pe736184_s5.jpg?f=xxs,"Folding chair",Gray
293,TEODORES,chair-plastic,2350,https://www.ikea.com/in/en/p/teodores-chair-white-70350938/,https://www.ikea.com/in/en/images/products/teodores-chair-white__0727344_pe735616_s5.jpg?f=xxs,Chair,White
294,"LOBERGET / MALSKÄR",chair-plastic,3690,https://www.ikea.com/in/en/p/loberget-malskaer-swivel-chair-pad-white-dark-grey-s79445452/,https://www.ikea.com/in/en/images/products/loberget-malskaer-swivel-chair-pad-white-dark-grey__1078473_pe857209_s5.jpg?f=xxs,"Swivel chair + pad",Gray
295,MARIUS,chair-plastic,449,https://www.ikea.com/in/en/p/marius-stool-black-00162380/,https://www.ikea.com/in/en/images/products/marius-stool-black__0727386_pe735638_s5.jpg?f=xxs,"Stool, 45 cm (17 3/4 ")",Gray
296,"LOBERGET / MALSKÄR",chair-plastic,2990,https://www.ikea.com/in/en/p/loberget-malskaer-swivel-chair-white-s59445467/,https://www.ikea.com/in/en/images/products/loberget-malskaer-swivel-chair-white__1078458_pe857202_s5.jpg?f=xxs,"Swivel chair",Gray
297,STIG,chair-plastic,1290,https://www.ikea.com/in/en/p/stig-bar-stool-with-backrest-black-black-50498422/,https://www.ikea.com/in/en/images/products/stig-bar-stool-with-backrest-black-black__0948118_pe798873_s5.jpg?f=xxs,"Bar stool with backrest, 74 cm (29 1/8 ")",Gray
298,SMÄLLEN,chair-plastic,2490,https://www.ikea.com/in/en/p/smaellen-swivel-chair-black-10503468/,https://www.ikea.com/in/en/images/products/smaellen-swivel-chair-black__1096271_pe864278_s5.jpg?f=xxs,"Swivel chair",Gray
299,FEJAN,chair-plastic,1250,https://www.ikea.com/in/en/p/fejan-chair-outdoor-foldable-white-90255308/,https://www.ikea.com/in/en/images/products/fejan-chair-outdoor-foldable-white__0728344_pe736190_s5.jpg?f=xxs,"Chair, outdoor",Gray
300,LIDÅS,chair-plastic,3450,https://www.ikea.com/in/en/p/lidas-chair-black-sefast-black-s19505566/,https://www.ikea.com/in/en/images/products/lidas-chair-black-sefast-black__1167042_pe891344_s5.jpg?f=xxs,Chair,Black
301,"ELDBERGET / MALSKÄR",chair-plastic,3490,https://www.ikea.com/in/en/p/eldberget-malskaer-swivel-chair-dark-grey-black-s39331848/,https://www.ikea.com/in/en/images/products/eldberget-malskaer-swivel-chair-dark-grey-black__0814559_pe772629_s5.jpg?f=xxs,"Swivel chair",Gray
302,DAGOTTO,chair-plastic,1290,https://www.ikea.com/in/en/p/dagotto-foot-rest-black-20240990/,https://www.ikea.com/in/en/images/products/dagotto-foot-rest-black__0156454_pe315498_s5.jpg?f=xxs,Foot-rest,Gray
303,NILSERIK,chair-plastic,3990,https://www.ikea.com/in/en/p/nilserik-standing-support-beige-vissle-dark-grey-50486829/,https://www.ikea.com/in/en/images/products/nilserik-standing-support-beige-vissle-dark-grey__0955865_pe804142_s5.jpg?f=xxs,"Standing support",Gray
304,ANTILOP,chair-plastic,1190,https://www.ikea.com/in/en/p/antilop-highchair-with-tray-white-silver-colour-s99067497/,https://www.ikea.com/in/en/images/products/antilop-highchair-with-tray-white-silver-colour__0727481_pe735706_s5.jpg?f=xxs,"Highchair with tray",Gray
305,UTTER,chair-plastic,299,https://www.ikea.com/in/en/p/utter-childrens-stool-in-outdoor-white-30357786/,https://www.ikea.com/in/en/images/products/utter-childrens-stool-in-outdoor-white__0727959_pe735962_s5.jpg?f=xxs,"Children's stool","Light Pink"
306,ANTILOP,chair-plastic,1190,https://www.ikea.com/in/en/p/antilop-highchair-with-tray-light-blue-silver-colour-s99279041/,https://www.ikea.com/in/en/images/products/antilop-highchair-with-tray-light-blue-silver-colour__0610892_pe685158_s5.jpg?f=xxs,"Highchair with tray","Sky Blue"
307,BOLMEN,chair-plastic,499,https://www.ikea.com/in/en/p/bolmen-step-stool-black-60508185/,https://www.ikea.com/in/en/images/products/bolmen-step-stool-black__0996698_pe822452_s5.jpg?f=xxs,"Step stool",Gray
308,STRANDÖN,chair-plastic,3490,https://www.ikea.com/in/en/p/strandoen-folding-chair-green-60575844/,https://www.ikea.com/in/en/images/products/strandoen-folding-chair-green__1269986_pe929159_s5.jpg?f=xxs,"Folding chair",Sage
309,STRANDÖN,chair-plastic,2490,https://www.ikea.com/in/en/p/strandoen-beach-chair-white-green-blue-40542816/,https://www.ikea.com/in/en/images/products/strandoen-beach-chair-white-green-blue__1170579_pe892860_s5.jpg?f=xxs,"Beach chair","Sky Blue"
310,FLINTAN,chair-plastic,1500,https://www.ikea.com/in/en/p/flintan-pair-of-armrests-black-60489035/,https://www.ikea.com/in/en/images/products/flintan-pair-of-armrests-black__1007197_pe825953_s5.jpg?f=xxs,"Pair of armrests",Gray
311,ANTILOP,chair-plastic,990,https://www.ikea.com/in/en/p/antilop-highchair-with-safety-belt-light-blue-silver-colour-s19279040/,https://www.ikea.com/in/en/images/products/antilop-highchair-with-safety-belt-light-blue-silver-colour__0981701_pe815464_s5.jpg?f=xxs,"Highchair with safety belt","Sky Blue"
312,KOLON,chair-plastic,1490,https://www.ikea.com/in/en/p/kolon-floor-protector-90176245/,https://www.ikea.com/in/en/images/products/kolon-floor-protector__0292207_pe425129_s5.jpg?f=xxs,"Floor protector, 120x100 cm (47 1/4x39 3/8 ")",Gray
313,ANTILOP,chair-plastic,990,https://www.ikea.com/in/en/p/antilop-highchair-with-safety-belt-white-silver-colour-s69046232/,https://www.ikea.com/in/en/images/products/antilop-highchair-with-safety-belt-white-silver-colour__0727491_pe735716_s5.jpg?f=xxs,"Highchair with safety belt",Gray
314,STEFAN,chair-wooden,2950,https://www.ikea.com/in/en/p/stefan-chair-brown-black-80363426/,https://www.ikea.com/in/en/images/products/stefan-chair-brown-black__0727320_pe735593_s5.jpg?f=xxs,Chair,Rust
315,HAUGA,chair-wooden,2950,https://www.ikea.com/in/en/p/hauga-chair-white-50579215/,https://www.ikea.com/in/en/images/products/hauga-chair-white__1336852_pe947477_s5.jpg?f=xxs,Chair,Cream
316,TÄRNÖ,chair-wooden,1650,https://www.ikea.com/in/en/p/taernoe-chair-outdoor-foldable-black-light-brown-stained-00165128/,https://www.ikea.com/in/en/images/products/taernoe-chair-outdoor-foldable-black-light-brown-stained__0728354_pe736202_s5.jpg?f=xxs,"Chair, outdoor",Beige
317,STEFAN,chair-wooden,3950,https://www.ikea.com/in/en/p/stefan-chair-brown-black-knisa-grey-beige-40512089/,https://www.ikea.com/in/en/images/products/stefan-chair-brown-black-knisa-grey-beige__1068137_pe852981_s5.jpg?f=xxs,Chair,Gray
318,SANDSBERG,chair-wooden,2250,https://www.ikea.com/in/en/p/sandsberg-chair-black-brown-stained-80388653/,https://www.ikea.com/in/en/images/products/sandsberg-chair-black-brown-stained__1068130_pe852977_s5.jpg?f=xxs,Chair,Rust
319,STOLJAN,chair-wooden,3990,https://www.ikea.com/in/en/p/stoljan-conference-chair-black-black-s69907467/,https://www.ikea.com/in/en/images/products/stoljan-conference-chair-black-black__0727892_pe735911_s5.jpg?f=xxs,"Conference chair",Gray
320,FRÖSVI,chair-wooden,2990,https://www.ikea.com/in/en/p/froesvi-folding-chair-black-90534319/,https://www.ikea.com/in/en/images/products/froesvi-folding-chair-black__1181799_pe896796_s5.jpg?f=xxs,"Folding chair",Gray
321,KYRRE,chair-wooden,1690,https://www.ikea.com/in/en/p/kyrre-stool-black-50434977/,https://www.ikea.com/in/en/images/products/kyrre-stool-black__0714155_pe729953_s5.jpg?f=xxs,Stool,Gray
322,FRÖSVI,chair-wooden,3990,https://www.ikea.com/in/en/p/froesvi-folding-chair-black-knisa-dark-grey-30534322/,https://www.ikea.com/in/en/images/products/froesvi-folding-chair-black-knisa-dark-grey__0978930_pe814356_s5.jpg?f=xxs,"Folding chair",Gray
323,GUNDE,chair-wooden,999,https://www.ikea.com/in/en/p/gunde-folding-stool-black-70570407/,https://www.ikea.com/in/en/images/products/gunde-folding-stool-black__1321494_pe941625_s5.jpg?f=xxs,"Folding stool",Gray
324,DALFRED,chair-wooden,3490,https://www.ikea.com/in/en/p/dalfred-bar-stool-black-40161595/,https://www.ikea.com/in/en/images/products/dalfred-bar-stool-black__0727486_pe735711_s5.jpg?f=xxs,"Bar stool, 63-74 cm (24 3/4-29 1/8 ")",Gray
325,FRANKLIN,chair-wooden,3490,https://www.ikea.com/in/en/p/franklin-bar-stool-with-backrest-foldable-black-black-40406786/,https://www.ikea.com/in/en/images/products/franklin-bar-stool-with-backrest-foldable-black-black__0727487_pe735712_s5.jpg?f=xxs,"Bar stool with backrest, foldable, 74 cm (29 1/8 ")",Gray
326,DOMSTEN,chair-wooden,2490,https://www.ikea.com/in/en/p/domsten-stool-orange-pine-60560437/,https://www.ikea.com/in/en/images/products/domsten-stool-orange-pine__1176290_pe894990_s5.jpg?f=xxs,Stool,Orange
327,KULLABERG,chair-wooden,2990,https://www.ikea.com/in/en/p/kullaberg-stool-black-30363650/,https://www.ikea.com/in/en/images/products/kullaberg-stool-black__0727394_pe735646_s5.jpg?f=xxs,Stool,Gray
328,PINNIG,chair-wooden,3990,https://www.ikea.com/in/en/p/pinnig-bench-with-shoe-storage-black-90329795/,https://www.ikea.com/in/en/images/products/pinnig-bench-with-shoe-storage-black__0710746_pe727764_s5.jpg?f=xxs,"Bench with shoe storage, 79x35x52 cm (31 1/8x13 3/4x20 1/2 ")",Gray
329,GRUBBAN,chair-wooden,1590,https://www.ikea.com/in/en/p/grubban-step-stool-black-birch-40472955/,https://www.ikea.com/in/en/images/products/grubban-step-stool-black-birch__0914764_pe784284_s5.jpg?f=xxs,"Step stool",Apricot
330,ASKHOLMEN,chair-wooden,3450,https://www.ikea.com/in/en/p/askholmen-chair-outdoor-foldable-acacia-60566533/,https://www.ikea.com/in/en/images/products/askholmen-chair-outdoor-foldable-acacia__1245814_pe921796_s5.jpg?f=xxs,"Chair, outdoor",Terracotta
331,EBBALYCKE,chair-wooden,3950,https://www.ikea.com/in/en/p/ebbalycke-chair-idekulla-beige-10568855/,https://www.ikea.com/in/en/images/products/ebbalycke-chair-idekulla-beige__1243346_pe920576_s5.jpg?f=xxs,Chair,Peach
332,TJUSIG,chair-wooden,3990,https://www.ikea.com/in/en/p/tjusig-bench-with-shoe-storage-black-40299060/,https://www.ikea.com/in/en/images/products/tjusig-bench-with-shoe-storage-black__0710724_pe727745_s5.jpg?f=xxs,"Bench with shoe storage, 81x34x50 cm (31 7/8x13 3/8x19 5/8 ")",Gray
333,KULLABERG,chair-wooden,2990,https://www.ikea.com/in/en/p/kullaberg-stool-pine-black-90363652/,https://www.ikea.com/in/en/images/products/kullaberg-stool-pine-black__0727388_pe735640_s5.jpg?f=xxs,Stool,Coral
334,TÄRNÖ,chair-wooden,2249,https://www.ikea.com/in/en/p/taernoe-chair-outdoor-foldable-black-light-brown-stained-kloesan-blue-s39533436/,https://www.ikea.com/in/en/images/products/taernoe-chair-outdoor-foldable-black-light-brown-stained-kloesan-blue__1239756_pe919077_s5.jpg?f=xxs,"Chair, outdoor",Gray
336,TROMMA,wall-clock,229,https://www.ikea.com/in/en/p/tromma-wall-clock-white-10557079/,https://www.ikea.com/in/en/images/products/tromma-wall-clock-white__0836082_pe778497_s5.jpg?f=xxs,"Wall clock, 25 cm (9 ¾ ")",Gray
337,PLUTTIS,wall-clock,599,https://www.ikea.com/in/en/p/pluttis-wall-clock-black-90540848/,https://www.ikea.com/in/en/images/products/pluttis-wall-clock-black__1013114_pe829054_s5.jpg?f=xxs,"Wall clock, 28 cm (11 ")",Gray
338,STURSK,wall-clock,1990,https://www.ikea.com/in/en/p/stursk-wall-clock-black-80540863/,https://www.ikea.com/in/en/images/products/stursk-wall-clock-black__0661139_pe711350_s5.jpg?f=xxs,"Wall clock, 26 cm (10 ¼ ")",Gray
339,KUTTERSMYCKE,wall-clock,2990,https://www.ikea.com/in/en/p/kuttersmycke-wall-clock-black-60520516/,https://www.ikea.com/in/en/images/products/kuttersmycke-wall-clock-black__1061216_pe850323_s5.jpg?f=xxs,"Wall clock, 46 cm (18 ")",Gray
340,TUNNIS,wall-clock,599,https://www.ikea.com/in/en/p/tunnis-wall-clock-black-80540486/,https://www.ikea.com/in/en/images/products/tunnis-wall-clock-black__1013118_pe829057_s5.jpg?f=xxs,"Wall clock, 30 cm (11 ¾ ")","Steel Blue"
341,ROTBLÖTA,wall-clock,2990,https://www.ikea.com/in/en/p/rotbloeta-wall-clock-ash-veneer-light-grey-20540856/,https://www.ikea.com/in/en/images/products/rotbloeta-wall-clock-ash-veneer-light-grey__0752494_pe747443_s5.jpg?f=xxs,"Wall clock, 42 cm (16 ½ ")",Gray
342,PUGG,wall-clock,1290,https://www.ikea.com/in/en/p/pugg-wall-clock-stainless-steel-70540854/,https://www.ikea.com/in/en/images/products/pugg-wall-clock-stainless-steel__0633562_pe695914_s5.jpg?f=xxs,"Wall clock, 32 cm (12 ½ ")",Gray
343,SKÄRIG,wall-clock,1290,https://www.ikea.com/in/en/p/skaerig-wall-clock-blue-80540858/,https://www.ikea.com/in/en/images/products/skaerig-wall-clock-blue__0573258_pe668208_s5.jpg?f=xxs,"Wall clock, 26 cm (10 ¼ ")","Steel Blue"
344,BONDTOLVAN,wall-clock,999,https://www.ikea.com/in/en/p/bondtolvan-wall-clock-grey-pink-10511010/,https://www.ikea.com/in/en/images/products/bondtolvan-wall-clock-grey-pink__1038511_pe839710_s5.jpg?f=xxs,"Wall clock, 25 cm (9 ¾ ")",Gray
345,KORVTRÄD,wall-clock,699,https://www.ikea.com/in/en/p/korvtraed-wall-clock-multicolour-00570335/,https://www.ikea.com/in/en/images/products/korvtraed-wall-clock-multicolour__1212460_pe910659_s5.jpg?f=xxs,"Wall clock, 28 cm (11 ")",Gray
346,TAGGAD,wall-clock,1990,https://www.ikea.com/in/en/p/taggad-wall-clock-white-grey-80466293/,https://www.ikea.com/in/en/images/products/taggad-wall-clock-white-grey__0898247_pe784755_s5.jpg?f=xxs,"Wall clock, 38 cm (15 ")",Gray
347,NUFFRA,wall-clock,999,https://www.ikea.com/in/en/p/nuffra-wall-clock-black-20540837/,https://www.ikea.com/in/en/images/products/nuffra-wall-clock-black__0638620_pe699039_s5.jpg?f=xxs,"Wall clock, 25 cm (9 ¾ ")",Gray
348,TJALLA,wall-clock,899,https://www.ikea.com/in/en/p/tjalla-wall-clock-silver-colour-60540883/,https://www.ikea.com/in/en/images/products/tjalla-wall-clock-silver-colour__0633571_pe695905_s5.jpg?f=xxs,"Wall clock, 28 cm (11 ")",Gray
349,BRAVUR,wall-clock,4490,https://www.ikea.com/in/en/p/bravur-wall-clock-black-40540474/,https://www.ikea.com/in/en/images/products/bravur-wall-clock-black__0633568_pe695902_s5.jpg?f=xxs,"Wall clock, 59 cm (23 ¼ ")",Gray
350,BONDIS,wall-clock,1490,https://www.ikea.com/in/en/p/bondis-wall-clock-black-80540448/,https://www.ikea.com/in/en/images/products/bondis-wall-clock-black__0638616_pe699035_s5.jpg?f=xxs,"Wall clock, 38 cm (15 ")",Gray
351,SÖNDRUM,wall-clock,1490,https://www.ikea.com/in/en/p/soendrum-wall-clock-grey-70540873/,https://www.ikea.com/in/en/images/products/soendrum-wall-clock-grey__0790234_pe767381_s5.jpg?f=xxs,"Wall clock, 35 cm (13 ¾ ")",Gray
352,SYKOMORLÖNN,wall-clock,999,https://www.ikea.com/in/en/p/sykomorloenn-wall-clock-white-blue-60582463/,https://www.ikea.com/in/en/images/products/sykomorloenn-wall-clock-white-blue__1303397_pe938370_s5.jpg?f=xxs,"Wall clock, 30 cm (11 ¾ ")",Gray
353,"IKEA PS 1995",wall-clock,3490,https://www.ikea.com/in/en/p/ikea-ps-1995-clock-blue-00575069/,https://www.ikea.com/in/en/images/products/ikea-ps-1995-clock-blue__1277238_pe931019_s5.jpg?f=xxs,"Clock, 48 cm (19 ")",Blue
