id,product_name,product_category,price,product_url,image_url,description,color
89,MERETE,curtains,1390,https://www.ikea.com/in/en/p/merete-curtains-1-pair-beige-90418206/,https://www.ikea.com/in/en/images/products/merete-curtains-1-pair-beige__0612259_pe685689_s5.jpg?f=xxs,"Curtains, 1 pair, 145x150 cm (57x59 ")",Terracotta
90,HÄLLEBRÄCKA,curtains,1590,https://www.ikea.com/in/en/p/haellebraecka-sheer-curtains-1-pair-white-80559683/,https://www.ikea.com/in/en/images/products/haellebraecka-sheer-curtains-1-pair-white__1196881_pe903278_s5.jpg?f=xxs,"Sheer curtains, 1 pair, 145x250 cm (57x98 ")",Peach
91,BUKETTSPIREA,curtains,449,https://www.ikea.com/in/en/p/bukettspirea-curtains-1-pair-flower-red-70488610/,https://www.ikea.com/in/en/images/products/bukettspirea-curtains-1-pair-flower-red__0964982_pe809305_s5.jpg?f=xxs,"Curtains, 1 pair, 145x150 cm (57x59 ")",Rose
92,MOALISA,curtains,1990,https://www.ikea.com/in/en/p/moalisa-curtains-1-pair-pale-pink-pink-40499506/,https://www.ikea.com/in/en/images/products/moalisa-curtains-1-pair-pale-pink-pink__0950015_pe801217_s5.jpg?f=xxs,"Curtains, 1 pair, 145x250 cm (57x98 ")",Blush
93,BRUNÖRT,curtains,1490,https://www.ikea.com/in/en/p/brunoert-curtains-with-tie-backs-1-pair-multicolour-20418196/,https://www.ikea.com/in/en/images/products/brunoert-curtains-with-tie-backs-1-pair-multicolour__0611166_pe685374_s5.jpg?f=xxs,"Curtains with tie-backs, 1 pair, 145x150 cm (57x59 ")",Beige
94,LUNGÖRT,curtains,1490,https://www.ikea.com/in/en/p/lungoert-curtains-with-tie-backs-1-pair-grey-white-00418215/,https://www.ikea.com/in/en/images/products/lungoert-curtains-with-tie-backs-1-pair-grey-white__0612248_pe685680_s5.jpg?f=xxs,"Curtains with tie-backs, 1 pair, 145x150 cm (57x59 ")",Gray
95,TRYSTÄVMAL,curtains,2490,https://www.ikea.com/in/en/p/trystaevmal-curtains-1-pair-beige-white-40559699/,https://www.ikea.com/in/en/images/products/trystaevmal-curtains-1-pair-beige-white__1177759_pe895426_s5.jpg?f=xxs,"Curtains, 1 pair, 145x250 cm (57x98 ")",Beige
96,MAJGULL,curtains,3490,https://www.ikea.com/in/en/p/majgull-block-out-curtains-1-pair-dark-blue-50569754/,https://www.ikea.com/in/en/images/products/majgull-block-out-curtains-1-pair-dark-blue__1204186_pe906621_s5.jpg?f=xxs,"Block-out curtains, 1 pair, 145x250 cm (57x98 ")",Navy
97,HÄGGVECKMAL,curtains,3490,https://www.ikea.com/in/en/p/haeggveckmal-room-darkening-curtains-1-pair-beige-80569031/,https://www.ikea.com/in/en/images/products/haeggveckmal-room-darkening-curtains-1-pair-beige__1218216_pe913167_s5.jpg?f=xxs,"Room darkening curtains, 1 pair, 145x250 cm (57x98 ")",Beige
98,ANNAKAJSA,curtains,5490,https://www.ikea.com/in/en/p/annakajsa-room-darkening-curtains-1-pair-beige-50462791/,https://www.ikea.com/in/en/images/products/annakajsa-room-darkening-curtains-1-pair-beige__0745034_pe743519_s5.jpg?f=xxs,"Room darkening curtains, 1 pair, 145x250 cm (57x98 ")",Terracotta
99,ROSENROBINIA,curtains,1990,https://www.ikea.com/in/en/p/rosenrobinia-sheer-curtains-1-pair-beige-50564855/,https://www.ikea.com/in/en/images/products/rosenrobinia-sheer-curtains-1-pair-beige__1166930_pe891320_s5.jpg?f=xxs,"Sheer curtains, 1 pair, 145x250 cm (57x98 ")",Terracotta
100,GOKVÄLLÅ,curtains,1790,https://www.ikea.com/in/en/p/gokvaella-curtain-off-white-10576153/,https://www.ikea.com/in/en/images/products/gokvaella-curtain-off-white__1224449_pe914958_s5.jpg?f=xxs,"Curtain, 145x250 cm (57x98 ")",Peach
101,ALRIKKE,curtains,1190,https://www.ikea.com/in/en/p/alrikke-curtains-1-pair-white-orange-40507525/,https://www.ikea.com/in/en/images/products/alrikke-curtains-1-pair-white-orange__1013261_pe829093_s5.jpg?f=xxs,"Curtains, 1 pair, 145x150 cm (57x59 ")",Gray
102,KRONILL,curtains,149,https://www.ikea.com/in/en/p/kronill-heading-tape-white-10296954/,https://www.ikea.com/in/en/images/products/kronill-heading-tape-white__0598144_pe677481_s5.jpg?f=xxs,"Heading tape, 8.5x310 cm (3x122 ")",Gray
103,MAJGULL,curtains,3490,https://www.ikea.com/in/en/p/majgull-room-darkening-curtains-1-pair-light-grey-10346751/,https://www.ikea.com/in/en/images/products/majgull-room-darkening-curtains-1-pair-light-grey__0598870_pe677879_s5.jpg?f=xxs,"Room darkening curtains, 1 pair, 145x250 cm (57x98 ")",Gray
104,SY,curtains,139,https://www.ikea.com/in/en/p/sy-iron-on-hemming-strip-10183216/,https://www.ikea.com/in/en/images/products/sy-iron-on-hemming-strip__40957_pe135151_s5.jpg?f=xxs,"Iron-on hemming strip",Gray
105,GLASÖRT,curtains,1249,https://www.ikea.com/in/en/p/glasoert-sheer-curtain-1-piece-grey-blue-dark-beige-10573102/,https://www.ikea.com/in/en/images/products/glasoert-sheer-curtain-1-piece-grey-blue-dark-beige__1289851_pe934425_s5.jpg?f=xxs,"Sheer curtain, 1 piece, 300x250 cm (118x98 ")",Gray
106,BRITTKARIN,curtains,1190,https://www.ikea.com/in/en/p/brittkarin-curtains-1-pair-leaf-patterned-red-30488607/,https://www.ikea.com/in/en/images/products/brittkarin-curtains-1-pair-leaf-patterned-red__0964970_pe809301_s5.jpg?f=xxs,"Curtains, 1 pair, 145x150 cm (57x59 ")",Rose
107,MERETE,curtains,2490,https://www.ikea.com/in/en/p/merete-room-darkening-curtains-1-pair-white-70172205/,https://www.ikea.com/in/en/images/products/merete-room-darkening-curtains-1-pair-white__74221_pe190980_s5.jpg?f=xxs,"Room darkening curtains, 1 pair, 145x250 cm (57x98 ")",Gray
108,VILBORG,curtains,3990,https://www.ikea.com/in/en/p/vilborg-room-darkening-curtains-1-pair-grey-20423414/,https://www.ikea.com/in/en/images/products/vilborg-room-darkening-curtains-1-pair-grey__0594844_pe675879_s5.jpg?f=xxs,"Room darkening curtains, 1 pair, 145x250 cm (57x98 ")",Gray
109,SANDSVINGEL,curtains,1990,https://www.ikea.com/in/en/p/sandsvingel-curtains-1-pair-grey-90532259/,https://www.ikea.com/in/en/images/products/sandsvingel-curtains-1-pair-grey__1081980_pe858481_s5.jpg?f=xxs,"Curtains, 1 pair, 135x250 cm (53x98 ")",Gray
110,BLÅHUVA,curtains,3990,https://www.ikea.com/in/en/p/blahuva-room-darkening-curtains-1-pair-light-grey-10465452/,https://www.ikea.com/in/en/images/products/blahuva-room-darkening-curtains-1-pair-light-grey__0774620_pe756694_s5.jpg?f=xxs,"Room darkening curtains, 1 pair, 145x250 cm (57x98 ")",Gray
111,ÄNGSFRYLE,curtains,1990,https://www.ikea.com/in/en/p/aengsfryle-sheer-curtain-1-piece-white-90569219/,https://www.ikea.com/in/en/images/products/aengsfryle-sheer-curtain-1-piece-white__1204587_pe906760_s5.jpg?f=xxs,"Sheer curtain, 1 piece, 300x250 cm (118x98 ")",Gray
112,BLÅHUVA,curtains,3990,https://www.ikea.com/in/en/p/blahuva-block-out-curtains-1-pair-dark-blue-40519104/,https://www.ikea.com/in/en/images/products/blahuva-block-out-curtains-1-pair-dark-blue__1019513_pe831398_s5.jpg?f=xxs,"Block-out curtains, 1 pair, 145x250 cm (57x98 ")","Steel Blue"
113,MATILDA,curtains,1590,https://www.ikea.com/in/en/p/matilda-sheer-curtains-1-pair-white-20172203/,https://www.ikea.com/in/en/images/products/matilda-sheer-curtains-1-pair-white__0099832_pe242224_s5.jpg?f=xxs,"Sheer curtains, 1 pair, 140x250 cm (55x98 ")",Gray
114,GUNNLAUG,curtains,4490,https://www.ikea.com/in/en/p/gunnlaug-sound-absorbing-curtain-white-40500171/,https://www.ikea.com/in/en/images/products/gunnlaug-sound-absorbing-curtain-white__0973005_pe811858_s5.jpg?f=xxs,"Sound absorbing curtain, 145x250 cm (57x98 ")",Gray
115,BORGHILD,curtains,1990,https://www.ikea.com/in/en/p/borghild-sheer-curtains-1-pair-white-80291298/,https://www.ikea.com/in/en/images/products/borghild-sheer-curtains-1-pair-white__0598850_pe677834_s5.jpg?f=xxs,"Sheer curtains, 1 pair, 145x250 cm (57x98 ")",White
116,FJÄDERMOTT,curtains,1990,https://www.ikea.com/in/en/p/fjaedermott-curtains-1-pair-white-grey-40504584/,https://www.ikea.com/in/en/images/products/fjaedermott-curtains-1-pair-white-grey__0973000_pe811853_s5.jpg?f=xxs,"Curtains, 1 pair, 145x250 cm (57x98 ")",Gray
117,VILDPERSILJA,curtains,3490,https://www.ikea.com/in/en/p/vildpersilja-curtains-1-pair-black-green-multicolour-floral-pattern-10583403/,https://www.ikea.com/in/en/images/products/vildpersilja-curtains-1-pair-black-green-multicolour-floral-pattern__1250546_pe923826_s5.jpg?f=xxs,"Curtains, 1 pair, 145x250 cm (57x98 ")",Bronze
118,SKOGSSVINGEL,curtains,899,https://www.ikea.com/in/en/p/skogssvingel-room-darkening-curtains-1-pair-dark-blue-green-40551504/,https://www.ikea.com/in/en/images/products/skogssvingel-room-darkening-curtains-1-pair-dark-blue-green__1138246_pe879926_s5.jpg?f=xxs,"Room darkening curtains, 1 pair, 145x250 cm (57x98 ")","Steel Blue"
119,SOTSTÄVMAL,curtains,699,https://www.ikea.com/in/en/p/sotstaevmal-sheer-curtains-1-pair-white-50551358/,https://www.ikea.com/in/en/images/products/sotstaevmal-sheer-curtains-1-pair-white__1154702_pe886261_s5.jpg?f=xxs,"Sheer curtains, 1 pair, 145x250 cm (57x98 ")",Gray
120,MATILDA,curtains,799,https://www.ikea.com/in/en/p/matilda-sheer-curtains-1-pair-blue-30506017/,https://www.ikea.com/in/en/images/products/matilda-sheer-curtains-1-pair-blue__1013266_pe829098_s5.jpg?f=xxs,"Sheer curtains, 1 pair, 140x150 cm (55x59 ")",Slate
121,DITTE,curtains,799,https://www.ikea.com/in/en/p/ditte-curtains-with-tie-backs-1-pair-light-blue-70418207/,https://www.ikea.com/in/en/images/products/ditte-curtains-with-tie-backs-1-pair-light-blue__0611185_pe685390_s5.jpg?f=xxs,"Curtains with tie-backs, 1 pair, 145x150 cm (57x59 ")",Slate
122,MAJGULL,curtains,1049,https://www.ikea.com/in/en/p/majgull-room-darkening-curtains-1-pair-pink-70569753/,https://www.ikea.com/in/en/images/products/majgull-room-darkening-curtains-1-pair-pink__1204219_pe906645_s5.jpg?f=xxs,"Room darkening curtains, 1 pair, 145x250 cm (57x98 ")",Rose
123,DITTE,curtains,799,https://www.ikea.com/in/en/p/ditte-curtains-with-tie-backs-1-pair-bright-red-50418208/,https://www.ikea.com/in/en/images/products/ditte-curtains-with-tie-backs-1-pair-bright-red__0611181_pe685387_s5.jpg?f=xxs,"Curtains with tie-backs, 1 pair, 145x150 cm (57x59 ")",Magenta
124,SANELA,curtains,2249,https://www.ikea.com/in/en/p/sanela-room-darkening-curtains-1-pair-grey-green-50512951/,https://www.ikea.com/in/en/images/products/sanela-room-darkening-curtains-1-pair-grey-green__0999849_pe823824_s5.jpg?f=xxs,"Room darkening curtains, 1 pair, 140x250 cm (55x98 ")",Gray
125,HANNALENA,curtains,2990,https://www.ikea.com/in/en/p/hannalena-room-darkening-curtains-1-pair-grey-70410876/,https://www.ikea.com/in/en/images/products/hannalena-room-darkening-curtains-1-pair-grey__0582801_pe670815_s5.jpg?f=xxs,"Room darkening curtains, 1 pair, 145x250 cm (57x98 ½ ")",Gray
126,TÅGARP,floor-lamps,999,https://www.ikea.com/in/en/p/tagarp-floor-uplighter-black-white-40464050/,https://www.ikea.com/in/en/images/products/tagarp-floor-uplighter-black-white__0810840_pe771436_s5.jpg?f=xxs,"Floor uplighter",Black
127,LERSTA,floor-lamps,1490,https://www.ikea.com/in/en/p/lersta-floor-reading-lamp-aluminium-chrome-effect-70313837/,https://www.ikea.com/in/en/images/products/lersta-floor-reading-lamp-aluminium-chrome-effect__0606034_pe681992_s5.jpg?f=xxs,"Floor/reading lamp",Gray
128,ÅRSTID,floor-lamps,3990,https://www.ikea.com/in/en/p/arstid-floor-lamp-brass-white-20321321/,https://www.ikea.com/in/en/images/products/arstid-floor-lamp-brass-white__0390610_pe566328_s5.jpg?f=xxs,"Floor lamp",Cream
129,VICKLEBY,floor-lamps,1290,https://www.ikea.com/in/en/p/vickleby-floor-lamp-beige-handmade-10484484/,https://www.ikea.com/in/en/images/products/vickleby-floor-lamp-beige-handmade__0963285_pe808402_s5.jpg?f=xxs,"Floor lamp, 136 cm (54 ")",Peach
130,BYGGKORN,floor-lamps,1990,https://www.ikea.com/in/en/p/byggkorn-floor-lamp-black-white-80533438/,https://www.ikea.com/in/en/images/products/byggkorn-floor-lamp-black-white__1154344_pe886000_s5.jpg?f=xxs,"Floor lamp",Gray
131,SOLLEFTEÅ,floor-lamps,2490,https://www.ikea.com/in/en/p/solleftea-floor-lamp-oval-beige-00314915/,https://www.ikea.com/in/en/images/products/solleftea-floor-lamp-oval-beige__0375132_pe553837_s5.jpg?f=xxs,"Floor lamp",Apricot
132,HEKTOGRAM,floor-lamps,2490,https://www.ikea.com/in/en/p/hektogram-floor-uplighter-reading-lamp-silver-colour-white-70486343/,https://www.ikea.com/in/en/images/products/hektogram-floor-uplighter-reading-lamp-silver-colour-white__0943777_pe797040_s5.jpg?f=xxs,"Floor uplighter/reading lamp",Gray
133,LAUTERS,floor-lamps,5990,https://www.ikea.com/in/en/p/lauters-floor-lamp-ash-white-20405047/,https://www.ikea.com/in/en/images/products/lauters-floor-lamp-ash-white__0663863_pe712536_s5.jpg?f=xxs,"Floor lamp",Peach
134,VIDJA,floor-lamps,2990,https://www.ikea.com/in/en/p/vidja-floor-lamp-white-30313858/,https://www.ikea.com/in/en/images/products/vidja-floor-lamp-white__0606512_pe682388_s5.jpg?f=xxs,"Floor lamp, 138 cm (54 ")",Gray
135,PILSKOTT,floor-lamps,9990,https://www.ikea.com/in/en/p/pilskott-led-floor-lamp-smart-black-10478124/,https://www.ikea.com/in/en/images/products/pilskott-led-floor-lamp-smart-black__1077629_pe856958_s5.jpg?f=xxs,"LED floor lamp",Black
136,BARLAST,floor-lamps,799,https://www.ikea.com/in/en/p/barlast-floor-lamp-black-white-30437811/,https://www.ikea.com/in/en/images/products/barlast-floor-lamp-black-white__0957676_pe805130_s5.jpg?f=xxs,"Floor lamp, 150 cm (59 ")",Gray
137,"RINGSTA / SKAFTET",floor-lamps,4290,https://www.ikea.com/in/en/p/ringsta-skaftet-floor-lamp-white-brass-s39387406/,https://www.ikea.com/in/en/images/products/ringsta-skaftet-floor-lamp-white-brass__0856894_pe780850_s5.jpg?f=xxs,"Floor lamp",Cream
138,VINDKAST,floor-lamps,2990,https://www.ikea.com/in/en/p/vindkast-floor-lamp-white-50539093/,https://www.ikea.com/in/en/images/products/vindkast-floor-lamp-white__1180020_pe896176_s5.jpg?f=xxs,"Floor lamp",Gray
139,FLYGHÖJD,floor-lamps,3990,https://www.ikea.com/in/en/p/flyghoejd-floor-lamp-brass-beige-30524441/,https://www.ikea.com/in/en/images/products/flyghoejd-floor-lamp-brass-beige__1244478_pe921198_s5.jpg?f=xxs,"Floor lamp",Cream
140,RÖDFLIK,floor-lamps,2990,https://www.ikea.com/in/en/p/roedflik-floor-reading-lamp-grey-green-60563577/,https://www.ikea.com/in/en/images/products/roedflik-floor-reading-lamp-grey-green__1232722_pe916583_s5.jpg?f=xxs,"Floor/reading lamp",Gray
141,"KUNGSHULT / SKAFTET",floor-lamps,8490,https://www.ikea.com/in/en/p/kungshult-skaftet-floor-lamp-arched-white-black-s09418843/,https://www.ikea.com/in/en/images/products/kungshult-skaftet-floor-lamp-arched-white-black__0966500_pe809818_s5.jpg?f=xxs,"Floor lamp, arched",Gray
142,ISJAKT,floor-lamps,6990,https://www.ikea.com/in/en/p/isjakt-led-floor-uplighter-reading-lamp-dimmable-nickel-plated-60459712/,https://www.ikea.com/in/en/images/products/isjakt-led-floor-uplighter-reading-lamp-dimmable-nickel-plated__1006753_pe825819_s5.jpg?f=xxs,"LED floor uplighter/reading lamp, 180 cm (71 ")",Peach
143,LÅGTRYCK,floor-lamps,3990,https://www.ikea.com/in/en/p/lagtryck-floor-lamp-white-50513205/,https://www.ikea.com/in/en/images/products/lagtryck-floor-lamp-white__1023682_pe833216_s5.jpg?f=xxs,"Floor lamp, 138 cm (54 ")",Gray
144,KINNAHULT,floor-lamps,4990,https://www.ikea.com/in/en/p/kinnahult-floor-lamp-ash-white-10559262/,https://www.ikea.com/in/en/images/products/kinnahult-floor-lamp-ash-white__1170759_pe892939_s5.jpg?f=xxs,"Floor lamp, 150 cm (59 ")",Peach
145,HEKTOGRAM,floor-lamps,1990,https://www.ikea.com/in/en/p/hektogram-floor-uplighter-silver-colour-white-70486338/,https://www.ikea.com/in/en/images/products/hektogram-floor-uplighter-silver-colour-white__0941175_pe795353_s5.jpg?f=xxs,"Floor uplighter",Gray
146,"NYMÖ / SKAFTET",floor-lamps,5790,https://www.ikea.com/in/en/p/nymoe-skaftet-floor-lamp-black-brass-brass-s79319689/,https://www.ikea.com/in/en/images/products/nymoe-skaftet-floor-lamp-black-brass-brass__0765034_pe753489_s5.jpg?f=xxs,"Floor lamp",Rust
147,TRINDSNÖ,floor-lamps,7990,https://www.ikea.com/in/en/p/trindsnoe-floor-lamp-white-metal-birch-veneer-60553309/,https://www.ikea.com/in/en/images/products/trindsnoe-floor-lamp-white-metal-birch-veneer__1164308_pe902206_s5.jpg?f=xxs,"Floor lamp",Peach
148,SINNERLIG,floor-lamps,4990,https://www.ikea.com/in/en/p/sinnerlig-floor-lamp-bamboo-handmade-40501217/,https://www.ikea.com/in/en/images/products/sinnerlig-floor-lamp-bamboo-handmade__1102331_pe866913_s5.jpg?f=xxs,"Floor lamp",Apricot
149,"IKEA PS 2014",ceiling-lights,4990,https://www.ikea.com/in/en/p/ikea-ps-2014-pendant-lamp-white-copper-colour-60325218/,https://www.ikea.com/in/en/images/products/ikea-ps-2014-pendant-lamp-white-copper-colour__0607399_pe682949_s5.jpg?f=xxs,"Pendant lamp, 35 cm (14 ")",Peach
150,BARLAST,ceiling-lights,599,https://www.ikea.com/in/en/p/barlast-led-ceiling-wall-lamp-white-80498010/,https://www.ikea.com/in/en/images/products/barlast-led-ceiling-wall-lamp-white__0772861_pe756185_s5.jpg?f=xxs,"LED ceiling/wall lamp, 25 cm (10 ")",White
151,SINNERLIG,ceiling-lights,2990,https://www.ikea.com/in/en/p/sinnerlig-pendant-lamp-bamboo-handmade-20515866/,https://www.ikea.com/in/en/images/products/sinnerlig-pendant-lamp-bamboo-handmade__1101927_pe866502_s5.jpg?f=xxs,"Pendant lamp, 27 cm (11 ")",Terracotta
152,HÖGVIND,ceiling-lights,8990,https://www.ikea.com/in/en/p/hoegvind-pendant-lamp-with-3-lamps-nickel-plated-grey-glass-20499263/,https://www.ikea.com/in/en/images/products/hoegvind-pendant-lamp-with-3-lamps-nickel-plated-grey-glass__1045903_pe842765_s5.jpg?f=xxs,"Pendant lamp with 3 lamps, 41 cm (16 ")",Gray
153,PILSKOTT,ceiling-lights,8990,https://www.ikea.com/in/en/p/pilskott-led-pendant-lamp-smart-black-00478110/,https://www.ikea.com/in/en/images/products/pilskott-led-pendant-lamp-smart-black__1077625_pe856954_s5.jpg?f=xxs,"LED pendant lamp, 97 cm (38 ")",Peach
154,MELODI,ceiling-lights,579,https://www.ikea.com/in/en/p/melodi-pendant-lamp-white-20386529/,https://www.ikea.com/in/en/images/products/melodi-pendant-lamp-white__0545277_pe655373_s5.jpg?f=xxs,"Pendant lamp, 28 cm (11 ")","Sky Blue"
155,KRUSNATE,ceiling-lights,599,https://www.ikea.com/in/en/p/krusnate-ceiling-spotlight-with-2-spots-white-40564177/,https://www.ikea.com/in/en/images/products/krusnate-ceiling-spotlight-with-2-spots-white__1198149_pe903922_s5.jpg?f=xxs,"Ceiling spotlight with 2 spots",Gray
156,"KALLFRONT / HEMMA",ceiling-lights,1690,https://www.ikea.com/in/en/p/kallfront-hemma-pendant-lamp-black-s79566477/,https://www.ikea.com/in/en/images/products/kallfront-hemma-pendant-lamp-black__1062623_pe850898_s5.jpg?f=xxs,"Pendant lamp, 32 cm (13 ")",Gray
157,REGNSKUR,ceiling-lights,1490,https://www.ikea.com/in/en/p/regnskur-ceiling-lamp-white-70520417/,https://www.ikea.com/in/en/images/products/regnskur-ceiling-lamp-white__1239874_pe919148_s5.jpg?f=xxs,"Ceiling lamp, 48 cm (19 ")",Gray
158,REMTÅNG,ceiling-lights,2490,https://www.ikea.com/in/en/p/remtang-pendant-lamp-grey-green-50566425/,https://www.ikea.com/in/en/images/products/remtang-pendant-lamp-grey-green__1256514_pe925091_s5.jpg?f=xxs,"Pendant lamp, 38 cm (15 ")",Gray
159,FELSISK,ceiling-lights,7990,https://www.ikea.com/in/en/p/felsisk-pendant-lamp-with-4-lamps-black-40508493/,https://www.ikea.com/in/en/images/products/felsisk-pendant-lamp-with-4-lamps-black__1034793_pe837825_s5.jpg?f=xxs,"Pendant lamp with 4 lamps, 81 cm (32 ")",Gray
160,"REGOLIT / HEMMA",ceiling-lights,599,https://www.ikea.com/in/en/p/regolit-hemma-pendant-lamp-white-s39471221/,https://www.ikea.com/in/en/images/products/regolit-hemma-pendant-lamp-white__1045608_pe842669_s5.jpg?f=xxs,"Pendant lamp, 45 cm (18 ")",Gray
161,KRUSNATE,ceiling-lights,1490,https://www.ikea.com/in/en/p/krusnate-ceiling-spotlight-with-4-spots-white-90564194/,https://www.ikea.com/in/en/images/products/krusnate-ceiling-spotlight-with-4-spots-white__1198150_pe903923_s5.jpg?f=xxs,"Ceiling spotlight with 4 spots",Gray
162,RAMSELE,ceiling-lights,5990,https://www.ikea.com/in/en/p/ramsele-pendant-lamp-flower-white-30407102/,https://www.ikea.com/in/en/images/products/ramsele-pendant-lamp-flower-white__0743946_pe743537_s5.jpg?f=xxs,"Pendant lamp, 43 cm (17 ")",Gray
163,YTLÄGE,ceiling-lights,1990,https://www.ikea.com/in/en/p/ytlaege-pendant-lamp-white-60574236/,https://www.ikea.com/in/en/images/products/ytlaege-pendant-lamp-white__1248107_pe923610_s5.jpg?f=xxs,"Pendant lamp, 43 cm (17 ")",Gray
164,"SKAFTET / LUNNOM",ceiling-lights,899,https://www.ikea.com/in/en/p/skaftet-lunnom-pendant-lamp-with-light-bulb-nickel-plated-globe-clear-s69503975/,https://www.ikea.com/in/en/images/products/skaftet-lunnom-pendant-lamp-with-light-bulb-nickel-plated-globe-clear__1128134_pe876423_s5.jpg?f=xxs,"Pendant lamp with light bulb",Gray
165,BLÅSVERK,ceiling-lights,2490,https://www.ikea.com/in/en/p/blasverk-pendant-lamp-beige-10520905/,https://www.ikea.com/in/en/images/products/blasverk-pendant-lamp-beige__1150244_pe884434_s5.jpg?f=xxs,"Pendant lamp, 37 cm (15 ")",Gray
166,VINDKAST,ceiling-lights,2490,https://www.ikea.com/in/en/p/vindkast-pendant-lamp-white-60469117/,https://www.ikea.com/in/en/images/products/vindkast-pendant-lamp-white__0805857_pe769703_s5.jpg?f=xxs,"Pendant lamp, 50 cm (20 ")",Gray
167,VÄXJÖ,ceiling-lights,2990,https://www.ikea.com/in/en/p/vaexjoe-pendant-lamp-beige-60363149/,https://www.ikea.com/in/en/images/products/vaexjoe-pendant-lamp-beige__0613036_pe686128_s5.jpg?f=xxs,"Pendant lamp, 38 cm (15 ")",Peach
168,NYMÅNE,ceiling-lights,999,https://www.ikea.com/in/en/p/nymane-ceiling-spotlight-with-1-spot-white-00424792/,https://www.ikea.com/in/en/images/products/nymane-ceiling-spotlight-with-1-spot-white__0666493_pe713601_s5.jpg?f=xxs,"Ceiling spotlight with 1 spot",Gray
169,AGUNNARYD,ceiling-lights,7990,https://www.ikea.com/in/en/p/agunnaryd-pendant-lamp-with-3-lamps-black-10364778/,https://www.ikea.com/in/en/images/products/agunnaryd-pendant-lamp-with-3-lamps-black__0859557_pe782370_s5.jpg?f=xxs,"Pendant lamp with 3 lamps, 122 cm (48 ")",Gray
170,"JÄLLBY / LUNNOM",ceiling-lights,299,https://www.ikea.com/in/en/p/jaellby-lunnom-pendant-lamp-with-light-bulb-nickel-plated-globe-clear-s09503940/,https://www.ikea.com/in/en/images/products/jaellby-lunnom-pendant-lamp-with-light-bulb-nickel-plated-globe-clear__1128130_pe876419_s5.jpg?f=xxs,"Pendant lamp with light bulb",White
171,BÄVE,ceiling-lights,2990,https://www.ikea.com/in/en/p/baeve-led-ceiling-track-3-spots-white-40399724/,https://www.ikea.com/in/en/images/products/baeve-led-ceiling-track-3-spots-white__0607328_pe682887_s5.jpg?f=xxs,"LED ceiling track, 3-spots",Gray
172,TÄLLBYN,ceiling-lights,3490,https://www.ikea.com/in/en/p/taellbyn-pendant-lamp-nickel-plated-opal-white-glass-00440240/,https://www.ikea.com/in/en/images/products/taellbyn-pendant-lamp-nickel-plated-opal-white-glass__0781838_pe760957_s5.jpg?f=xxs,"Pendant lamp, 40 cm (16 ")",Gray
173,BAROMETER,ceiling-lights,3990,https://www.ikea.com/in/en/p/barometer-ceiling-track-5-spots-brass-colour-90364642/,https://www.ikea.com/in/en/images/products/barometer-ceiling-track-5-spots-brass-colour__0613026_pe686117_s5.jpg?f=xxs,"Ceiling track, 5-spots",Beige
174,DEJSA,ceiling-lights,6990,https://www.ikea.com/in/en/p/dejsa-ceiling-lamp-with-3-lamps-chrome-plated-opal-white-glass-90478040/,https://www.ikea.com/in/en/images/products/dejsa-ceiling-lamp-with-3-lamps-chrome-plated-opal-white-glass__0967524_pe810175_s5.jpg?f=xxs,"Ceiling lamp with 3 lamps",Gray
175,VIRRMO,ceiling-lights,3490,https://www.ikea.com/in/en/p/virrmo-led-ceiling-lamp-nickel-plated-90455661/,https://www.ikea.com/in/en/images/products/virrmo-led-ceiling-lamp-nickel-plated__0950976_pe800848_s5.jpg?f=xxs,"LED ceiling lamp, 36 cm 800 lm (14 " 800 lm)",Gray
176,"KUNGSHULT / SUNNEBY",ceiling-lights,3090,https://www.ikea.com/in/en/p/kungshult-sunneby-pendant-lamp-white-s09416132/,https://www.ikea.com/in/en/images/products/kungshult-sunneby-pendant-lamp-white__0966739_pe809913_s5.jpg?f=xxs,"Pendant lamp",Gray
177,EVEDAL,ceiling-lights,9990,https://www.ikea.com/in/en/p/evedal-pendant-lamp-grey-70364228/,https://www.ikea.com/in/en/images/products/evedal-pendant-lamp-grey__0627372_pe693313_s5.jpg?f=xxs,"Pendant lamp, 28 cm (11 ")",Gray
178,KRISTALLER,ceiling-lights,4990,https://www.ikea.com/in/en/p/kristaller-chandelier-3-armed-silver-colour-glass-00314835/,https://www.ikea.com/in/en/images/products/kristaller-chandelier-3-armed-silver-colour-glass__0607421_pe682971_s5.jpg?f=xxs,"Chandelier, 3-armed, 32 cm (13 ")",Gray
179,HYBY,ceiling-lights,1290,https://www.ikea.com/in/en/p/hyby-ceiling-lamp-white-40314188/,https://www.ikea.com/in/en/images/products/hyby-ceiling-lamp-white__0607749_pe683178_s5.jpg?f=xxs,"Ceiling lamp",Gray
180,"DYKARKLOCKA / HEMMA",ceiling-lights,5390,https://www.ikea.com/in/en/p/dykarklocka-hemma-pendant-lamp-white-stained-oak-veneer-white-s69580775/,https://www.ikea.com/in/en/images/products/dykarklocka-hemma-pendant-lamp-white-stained-oak-veneer-white__1359773_pe954249_s5.jpg?f=xxs,"Pendant lamp, 40 cm (16 ")",Terracotta
